is_demo_data,record_id,centre_id,centre_name,distance_km,crop_type,quantity_kg,time_slot,weighbridges_active,centre_capacity_mt,current_utilization_ratio,queue_length_at_arrival,diversion_active,crop_compatible,actual_wait_time_minutes,disclaimer
TRUE,DEMO-01205,C-02,Centre B - Singur Agro Hub,27.0,Mustard,1590.0,08:00 - 10:00,4,100,0.63,6,0,1,18.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01206,C-02,Centre B - Singur Agro Hub,10.7,Wheat,3010.0,08:00 - 10:00,4,100,0.45,4,0,0,18.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01207,C-02,Centre B - Singur Agro Hub,41.2,Potato,1390.0,08:00 - 10:00,4,100,0.85,7,0,1,21.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01208,C-05,Centre E - Kalyani Storage & Hub,11.1,Mustard,940.0,10:00 - 12:00,2,50,0.77,2,0,1,16.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01209,C-06,Centre F - Guskara Sub-Mandi,33.5,Paddy,2500.0,14:00 - 16:00,2,40,0.5,1,1,1,50.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01210,C-04,Centre D - Ranaghat Krishak Mandi,3.3,Maize,1410.0,10:00 - 12:00,3,90,0.22,2,0,0,17.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01211,C-05,Centre E - Kalyani Storage & Hub,34.9,Mustard,1750.0,10:00 - 12:00,2,50,0.27,7,0,1,39.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01212,C-06,Centre F - Guskara Sub-Mandi,35.6,Wheat,2490.0,14:00 - 16:00,2,40,0.39,1,1,0,46.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01213,C-06,Centre F - Guskara Sub-Mandi,34.3,Potato,1860.0,16:00 - 18:00,2,40,0.16,4,1,0,49.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01214,C-05,Centre E - Kalyani Storage & Hub,23.6,Wheat,2540.0,16:00 - 18:00,2,50,0.5,1,0,1,15.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01215,C-01,Centre A - Burdwan Mandi,44.1,Maize,610.0,14:00 - 16:00,3,80,0.33,4,0,1,13.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01216,C-06,Centre F - Guskara Sub-Mandi,38.2,Maize,2890.0,16:00 - 18:00,2,40,0.54,1,1,0,52.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01217,C-06,Centre F - Guskara Sub-Mandi,9.1,Mustard,2850.0,14:00 - 16:00,2,40,0.69,1,1,1,51.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01218,C-05,Centre E - Kalyani Storage & Hub,12.3,Wheat,740.0,08:00 - 10:00,2,50,0.24,2,0,1,12.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01219,C-01,Centre A - Burdwan Mandi,25.7,Wheat,2310.0,10:00 - 12:00,3,80,0.18,4,0,1,28.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01220,C-05,Centre E - Kalyani Storage & Hub,4.1,Mustard,510.0,08:00 - 10:00,2,50,0.41,8,0,1,30.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01221,C-03,Centre C - Memari Procurement Depot,10.4,Mustard,2680.0,16:00 - 18:00,2,60,0.75,4,0,0,35.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01222,C-04,Centre D - Ranaghat Krishak Mandi,23.6,Maize,2760.0,08:00 - 10:00,3,90,0.17,7,0,0,34.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01223,C-04,Centre D - Ranaghat Krishak Mandi,14.5,Maize,700.0,08:00 - 10:00,3,90,0.53,7,0,0,25.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01224,C-02,Centre B - Singur Agro Hub,44.7,Paddy,1860.0,10:00 - 12:00,4,100,0.97,15,1,1,73.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01225,C-03,Centre C - Memari Procurement Depot,16.6,Mustard,1390.0,10:00 - 12:00,2,60,0.86,15,0,0,79.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01226,C-02,Centre B - Singur Agro Hub,5.2,Maize,700.0,16:00 - 18:00,4,100,0.67,2,0,0,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01227,C-01,Centre A - Burdwan Mandi,25.5,Paddy,3400.0,12:00 - 14:00,3,80,0.8,1,0,1,26.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01228,C-03,Centre C - Memari Procurement Depot,14.0,Paddy,1400.0,08:00 - 10:00,2,60,0.22,2,0,1,19.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01229,C-04,Centre D - Ranaghat Krishak Mandi,44.1,Wheat,2720.0,14:00 - 16:00,3,90,0.52,5,0,1,38.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01230,C-04,Centre D - Ranaghat Krishak Mandi,38.9,Potato,1520.0,12:00 - 14:00,3,90,0.86,12,0,0,50.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01231,C-04,Centre D - Ranaghat Krishak Mandi,38.3,Wheat,3340.0,16:00 - 18:00,3,90,0.46,3,0,1,28.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01232,C-06,Centre F - Guskara Sub-Mandi,44.0,Potato,390.0,16:00 - 18:00,2,40,0.81,3,1,0,34.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01233,C-05,Centre E - Kalyani Storage & Hub,38.7,Potato,1160.0,10:00 - 12:00,2,50,0.28,5,0,1,28.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01234,C-04,Centre D - Ranaghat Krishak Mandi,22.0,Potato,2320.0,12:00 - 14:00,3,90,0.9,8,0,0,51.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01235,C-02,Centre B - Singur Agro Hub,35.0,Potato,860.0,14:00 - 16:00,4,100,0.42,2,0,1,11.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01236,C-06,Centre F - Guskara Sub-Mandi,14.0,Mustard,330.0,08:00 - 10:00,2,40,0.28,4,1,1,37.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01237,C-06,Centre F - Guskara Sub-Mandi,26.4,Paddy,3460.0,12:00 - 14:00,2,40,0.79,1,1,1,58.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01238,C-04,Centre D - Ranaghat Krishak Mandi,11.1,Paddy,280.0,08:00 - 10:00,3,90,0.78,4,0,1,6.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01239,C-03,Centre C - Memari Procurement Depot,8.1,Paddy,1100.0,08:00 - 10:00,2,60,0.22,7,0,1,30.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01240,C-02,Centre B - Singur Agro Hub,37.7,Wheat,510.0,10:00 - 12:00,4,100,0.9,15,0,0,44.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01241,C-03,Centre C - Memari Procurement Depot,17.0,Paddy,1580.0,10:00 - 12:00,2,60,0.54,8,0,1,43.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01242,C-03,Centre C - Memari Procurement Depot,37.4,Maize,2050.0,14:00 - 16:00,2,60,0.89,10,0,1,70.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01243,C-06,Centre F - Guskara Sub-Mandi,8.2,Maize,2390.0,16:00 - 18:00,2,40,0.83,3,1,0,55.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01244,C-01,Centre A - Burdwan Mandi,42.2,Paddy,1850.0,14:00 - 16:00,3,80,0.41,5,0,1,19.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01245,C-06,Centre F - Guskara Sub-Mandi,24.4,Mustard,210.0,12:00 - 14:00,2,40,0.52,6,1,1,45.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01246,C-05,Centre E - Kalyani Storage & Hub,11.4,Potato,3430.0,08:00 - 10:00,2,50,0.5,5,0,1,43.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01247,C-02,Centre B - Singur Agro Hub,11.3,Maize,890.0,14:00 - 16:00,4,100,0.31,4,0,0,14.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01248,C-03,Centre C - Memari Procurement Depot,40.6,Potato,1860.0,12:00 - 14:00,2,60,0.87,14,0,1,78.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01249,C-04,Centre D - Ranaghat Krishak Mandi,17.1,Mustard,2930.0,14:00 - 16:00,3,90,0.5,6,0,1,31.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01250,C-04,Centre D - Ranaghat Krishak Mandi,9.6,Mustard,2160.0,12:00 - 14:00,3,90,0.6,3,0,1,28.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01251,C-06,Centre F - Guskara Sub-Mandi,32.2,Mustard,3300.0,12:00 - 14:00,2,40,0.9,5,1,1,84.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01252,C-06,Centre F - Guskara Sub-Mandi,42.1,Potato,540.0,16:00 - 18:00,2,40,0.77,3,1,0,34.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01253,C-05,Centre E - Kalyani Storage & Hub,23.6,Potato,2860.0,14:00 - 16:00,2,50,0.7,5,0,1,38.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01254,C-05,Centre E - Kalyani Storage & Hub,10.4,Mustard,1750.0,08:00 - 10:00,2,50,0.25,8,0,1,44.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01255,C-04,Centre D - Ranaghat Krishak Mandi,2.3,Mustard,1440.0,14:00 - 16:00,3,90,0.34,2,0,1,16.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01256,C-04,Centre D - Ranaghat Krishak Mandi,40.7,Paddy,1570.0,08:00 - 10:00,3,90,0.16,2,0,1,14.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01257,C-03,Centre C - Memari Procurement Depot,15.7,Maize,760.0,16:00 - 18:00,2,60,0.62,2,0,1,10.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01258,C-05,Centre E - Kalyani Storage & Hub,36.5,Mustard,2110.0,08:00 - 10:00,2,50,0.26,5,0,1,30.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01259,C-06,Centre F - Guskara Sub-Mandi,40.9,Paddy,1910.0,14:00 - 16:00,2,40,0.51,1,1,1,42.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01260,C-06,Centre F - Guskara Sub-Mandi,38.3,Maize,2270.0,14:00 - 16:00,2,40,0.37,3,1,0,48.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01261,C-03,Centre C - Memari Procurement Depot,6.0,Paddy,1640.0,08:00 - 10:00,2,60,0.67,5,0,1,35.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01262,C-01,Centre A - Burdwan Mandi,3.1,Maize,2620.0,14:00 - 16:00,3,80,0.97,14,1,1,85.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01263,C-03,Centre C - Memari Procurement Depot,30.1,Paddy,930.0,10:00 - 12:00,2,60,0.31,10,0,1,41.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01264,C-04,Centre D - Ranaghat Krishak Mandi,13.8,Wheat,3290.0,08:00 - 10:00,3,90,0.67,6,0,1,32.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01265,C-05,Centre E - Kalyani Storage & Hub,21.7,Potato,2170.0,08:00 - 10:00,2,50,0.24,3,0,1,26.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01266,C-04,Centre D - Ranaghat Krishak Mandi,18.8,Wheat,1820.0,10:00 - 12:00,3,90,0.17,2,0,1,16.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01267,C-06,Centre F - Guskara Sub-Mandi,31.6,Potato,1440.0,10:00 - 12:00,2,40,0.41,11,1,0,72.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01268,C-01,Centre A - Burdwan Mandi,29.1,Paddy,3020.0,16:00 - 18:00,3,80,0.25,2,0,1,22.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01269,C-03,Centre C - Memari Procurement Depot,27.8,Mustard,220.0,16:00 - 18:00,2,60,0.58,1,0,0,8.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01270,C-05,Centre E - Kalyani Storage & Hub,24.0,Potato,700.0,16:00 - 18:00,2,50,0.87,6,0,1,43.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01271,C-01,Centre A - Burdwan Mandi,11.4,Wheat,2600.0,10:00 - 12:00,3,80,0.93,11,1,1,78.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01272,C-06,Centre F - Guskara Sub-Mandi,22.1,Maize,2870.0,12:00 - 14:00,2,40,0.51,7,1,0,73.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01273,C-02,Centre B - Singur Agro Hub,10.5,Wheat,2990.0,10:00 - 12:00,4,100,0.75,11,0,0,39.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01274,C-05,Centre E - Kalyani Storage & Hub,36.1,Wheat,3350.0,10:00 - 12:00,2,50,0.55,10,0,1,61.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01275,C-04,Centre D - Ranaghat Krishak Mandi,37.1,Maize,2260.0,12:00 - 14:00,3,90,0.65,4,0,0,22.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01276,C-06,Centre F - Guskara Sub-Mandi,9.2,Potato,310.0,14:00 - 16:00,2,40,0.57,4,1,0,35.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01277,C-03,Centre C - Memari Procurement Depot,17.1,Maize,300.0,16:00 - 18:00,2,60,0.3,1,0,1,6.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01278,C-01,Centre A - Burdwan Mandi,18.0,Paddy,2770.0,12:00 - 14:00,3,80,0.25,3,0,1,22.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01279,C-01,Centre A - Burdwan Mandi,22.0,Wheat,2820.0,10:00 - 12:00,3,80,0.9,14,0,1,65.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01280,C-02,Centre B - Singur Agro Hub,14.0,Potato,2210.0,16:00 - 18:00,4,100,0.88,8,0,1,42.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01281,C-05,Centre E - Kalyani Storage & Hub,15.7,Mustard,1260.0,14:00 - 16:00,2,50,0.31,5,0,1,16.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01282,C-04,Centre D - Ranaghat Krishak Mandi,21.5,Potato,2180.0,08:00 - 10:00,3,90,0.64,2,0,0,20.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01283,C-01,Centre A - Burdwan Mandi,29.7,Wheat,3030.0,08:00 - 10:00,3,80,0.97,14,1,1,92.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01284,C-01,Centre A - Burdwan Mandi,3.7,Maize,2330.0,16:00 - 18:00,3,80,0.21,0,0,1,20.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01285,C-04,Centre D - Ranaghat Krishak Mandi,15.6,Wheat,1340.0,12:00 - 14:00,3,90,0.22,6,0,1,22.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01286,C-03,Centre C - Memari Procurement Depot,38.5,Mustard,3390.0,14:00 - 16:00,2,60,0.25,2,0,0,34.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01287,C-05,Centre E - Kalyani Storage & Hub,11.6,Potato,2920.0,08:00 - 10:00,2,50,0.27,8,0,1,51.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01288,C-02,Centre B - Singur Agro Hub,10.2,Paddy,3180.0,08:00 - 10:00,4,100,0.46,8,0,1,26.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01289,C-01,Centre A - Burdwan Mandi,40.0,Potato,340.0,12:00 - 14:00,3,80,0.19,3,0,1,8.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01290,C-04,Centre D - Ranaghat Krishak Mandi,41.8,Wheat,2130.0,10:00 - 12:00,3,90,0.25,4,0,1,29.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01291,C-02,Centre B - Singur Agro Hub,29.4,Maize,2410.0,14:00 - 16:00,4,100,0.58,2,0,0,12.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01292,C-03,Centre C - Memari Procurement Depot,11.7,Wheat,1070.0,14:00 - 16:00,2,60,0.4,1,0,0,12.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01293,C-05,Centre E - Kalyani Storage & Hub,31.9,Paddy,450.0,10:00 - 12:00,2,50,0.56,3,0,1,11.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01294,C-04,Centre D - Ranaghat Krishak Mandi,6.5,Paddy,890.0,14:00 - 16:00,3,90,0.64,3,0,1,10.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01295,C-03,Centre C - Memari Procurement Depot,30.2,Wheat,3000.0,14:00 - 16:00,2,60,0.24,1,0,0,30.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01296,C-04,Centre D - Ranaghat Krishak Mandi,10.7,Maize,1520.0,16:00 - 18:00,3,90,0.21,2,0,0,14.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01297,C-06,Centre F - Guskara Sub-Mandi,29.9,Wheat,690.0,16:00 - 18:00,2,40,0.88,8,1,0,72.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01298,C-03,Centre C - Memari Procurement Depot,30.5,Potato,1690.0,14:00 - 16:00,2,60,0.37,5,0,1,31.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01299,C-01,Centre A - Burdwan Mandi,11.1,Wheat,1510.0,14:00 - 16:00,3,80,0.51,2,0,1,11.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01300,C-01,Centre A - Burdwan Mandi,10.3,Mustard,830.0,14:00 - 16:00,3,80,0.3,2,0,1,11.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01301,C-05,Centre E - Kalyani Storage & Hub,20.6,Mustard,2450.0,16:00 - 18:00,2,50,0.69,4,0,1,30.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01302,C-01,Centre A - Burdwan Mandi,12.3,Maize,1960.0,12:00 - 14:00,3,80,0.38,7,0,1,30.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01303,C-06,Centre F - Guskara Sub-Mandi,18.9,Mustard,930.0,14:00 - 16:00,2,40,0.83,4,1,1,41.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01304,C-02,Centre B - Singur Agro Hub,32.4,Wheat,1150.0,12:00 - 14:00,4,100,0.15,2,0,0,9.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01305,C-06,Centre F - Guskara Sub-Mandi,33.8,Maize,3010.0,14:00 - 16:00,2,40,0.72,1,1,0,51.3,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01306,C-03,Centre C - Memari Procurement Depot,43.4,Mustard,2400.0,10:00 - 12:00,2,60,0.51,1,0,0,21.1,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01307,C-03,Centre C - Memari Procurement Depot,31.2,Potato,3020.0,10:00 - 12:00,2,60,0.64,11,0,1,59.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01308,C-02,Centre B - Singur Agro Hub,3.9,Mustard,260.0,08:00 - 10:00,4,100,0.71,3,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01309,C-02,Centre B - Singur Agro Hub,9.2,Maize,680.0,16:00 - 18:00,4,100,0.23,1,0,0,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01310,C-06,Centre F - Guskara Sub-Mandi,13.1,Wheat,1810.0,16:00 - 18:00,2,40,0.45,0,1,0,33.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01311,C-03,Centre C - Memari Procurement Depot,40.3,Wheat,2760.0,12:00 - 14:00,2,60,0.86,15,0,0,87.2,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01312,C-05,Centre E - Kalyani Storage & Hub,44.1,Potato,3030.0,10:00 - 12:00,2,50,0.7,2,0,1,27.8,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01313,C-04,Centre D - Ranaghat Krishak Mandi,26.8,Potato,2500.0,10:00 - 12:00,3,90,0.51,3,0,0,30.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01314,C-04,Centre D - Ranaghat Krishak Mandi,39.7,Potato,2440.0,12:00 - 14:00,3,90,0.9,12,0,0,63.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01315,C-02,Centre B - Singur Agro Hub,40.2,Wheat,1490.0,12:00 - 14:00,4,100,0.5,7,0,0,19.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01316,C-05,Centre E - Kalyani Storage & Hub,7.3,Wheat,2820.0,16:00 - 18:00,2,50,0.62,3,0,1,30.5,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01317,C-03,Centre C - Memari Procurement Depot,43.7,Wheat,1850.0,08:00 - 10:00,2,60,0.72,4,0,0,33.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01318,C-05,Centre E - Kalyani Storage & Hub,15.1,Maize,1150.0,10:00 - 12:00,2,50,0.81,1,0,1,17.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01319,C-01,Centre A - Burdwan Mandi,37.5,Paddy,610.0,12:00 - 14:00,3,80,0.56,1,0,1,5.0,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01320,C-01,Centre A - Burdwan Mandi,17.1,Wheat,1130.0,10:00 - 12:00,3,80,0.86,18,0,1,68.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01321,C-05,Centre E - Kalyani Storage & Hub,32.7,Paddy,670.0,08:00 - 10:00,2,50,0.76,4,0,1,20.7,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01322,C-01,Centre A - Burdwan Mandi,12.7,Mustard,2440.0,12:00 - 14:00,3,80,0.47,3,0,1,21.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01323,C-01,Centre A - Burdwan Mandi,27.7,Wheat,770.0,12:00 - 14:00,3,80,0.51,7,0,1,21.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01324,C-02,Centre B - Singur Agro Hub,19.9,Wheat,860.0,10:00 - 12:00,4,100,0.4,4,0,0,9.9,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01325,C-06,Centre F - Guskara Sub-Mandi,9.9,Mustard,2780.0,16:00 - 18:00,2,40,0.84,1,1,1,45.4,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01326,C-05,Centre E - Kalyani Storage & Hub,17.2,Wheat,1740.0,14:00 - 16:00,2,50,0.95,11,1,1,84.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
TRUE,DEMO-01327,C-01,Centre A - Burdwan Mandi,34.5,Mustard,2230.0,08:00 - 10:00,3,80,0.4,2,0,1,17.6,SYNTHETIC DEMO LOG FOR DEVELOPMENT/TESTING ONLY
